"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"NXT","NEXTDC LIMITED","2010-12-13","Software & Services",4312523918
"NYM","NARRYER METALS LIMITED","2022-04-14","Materials",8083500
"NYR","NYRADA INC.","2020-01-16","Pharmaceuticals, Biotechnology & Life Sciences",22621262
"NZK","NEW ZEALAND KING SALMON INVESTMENTS LIMITED","2016-10-19","Food, Beverage & Tobacco",116412763
"NZM","NZME LIMITED","2016-06-27","Media & Entertainment",200927519
"NZO","NEW ZEALAND OIL & GAS LIMITED","2020-09-25","Energy",86221073
"NZS","NEW ZEALAND COASTAL SEAFOODS LIMITED","2007-06-19","Food, Beverage & Tobacco",3381015
"OAK","OAKRIDGE INTERNATIONAL LIMITED","2007-06-22","Software & Services",2235438
"OAR","OAR RESOURCES LIMITED","1998-12-17","Materials",12215708
"OAU","ORA GOLD LIMITED","2001-03-22","Materials",5905388
"OBL","OMNI BRIDGEWAY LIMITED","2000-01-28","Diversified Financials",1177867446
"OBM","ORA BANDA MINING LTD","2002-10-29","Materials",110044187
"OCA","OCEANIA HEALTHCARE LIMITED","2017-05-05","Health Care Equipment & Services",545959067
"OCC","ORTHOCELL LIMITED","2014-08-12","Pharmaceuticals, Biotechnology & Life Sciences",94657474
"OCL","OBJECTIVE CORPORATION LIMITED","2000-08-17","Software & Services",1473617829
"OCN","OCEANA LITHIUM LIMITED","2022-07-01","Materials",33810000
"OCT","OCTAVA MINERALS LIMITED","2022-09-16","Materials",7152581
"OD6","OD6 METALS LIMITED","2022-06-22","Materials",59933686
"ODA","ORCODA LIMITED","1986-09-15","Software & Services",14294136
"ODE","ODESSA MINERALS LIMITED","1986-07-03","Materials",13261249
"ODM","ODIN METALS LIMITED","2010-08-05","Materials",18273297
"ODY","ODYSSEY GOLD LTD","2005-11-30","Materials",22937423
"OEC","ORBITAL CORPORATION LIMITED","1989-01-24","Capital Goods",18810600
"OEL","OTTO ENERGY LIMITED","2004-12-22","Energy",67130137
"OEQ","ORION EQUITIES LIMITED","1970-11-19","Diversified Financials",2895107
"OFX","OFX GROUP LIMITED","2013-10-11","Diversified Financials",631724729
"OIL","OPTISCAN IMAGING LIMITED","1997-08-08","Health Care Equipment & Services",71254644
"OKJ","OAKAJEE CORPORATION LIMITED","2008-06-11","Materials",2926273
"OKR","OKAPI RESOURCES LIMITED","2017-09-28","Materials",27257622
"OLH","OLDFIELDS HOLDINGS LIMITED","1960-06-15","Capital Goods",11515543
"OLI","OLIVER'S REAL FOOD LIMITED","2017-06-21","Consumer Services","N/A"
"OLL","OPENLEARNING LIMITED","2019-12-12","Software & Services",7363345
"OLY","OLYMPIO METALS LIMITED","2017-09-12","Commercial & Professional Services",9929938
"OM1","OMNIA METALS GROUP LTD","2022-03-02","Materials",5080050
"OMA","OMEGA OIL & GAS LIMITED","2022-10-25","Energy",22934897
"OMH","OM HOLDINGS LIMITED","1998-03-12","Materials",539195036
"OML","OOH!MEDIA LIMITED","2014-12-17","Media & Entertainment",734382586
"OMX","ORANGE MINERALS NL","2021-12-08","Materials",7631313
"ONE","ONEVIEW HEALTHCARE PLC","2016-03-17","Health Care Equipment & Services",74608059
"OOK","OOKAMI LIMITED","2000-02-21","Materials","N/A"
"OPH","OPHIR HIGH CONVICTION FUND","2018-12-19","Not Applic",558320336
"OPL","OPYL LIMITED","1996-03-07","Software & Services",2175415
"OPN","OPENN NEGOTIATION LIMITED","2021-07-21","Commercial & Professional Services",25732334
"OPT","OPTHEA LIMITED","1991-04-18","Pharmaceuticals, Biotechnology & Life Sciences",443964801
"OPY","OPENPAY GROUP LTD","2019-12-16","Diversified Financials",50060658
"ORA","ORORA LIMITED","2013-12-18","Materials",2662858139
"ORG","ORIGIN ENERGY LIMITED","1961-07-13","Energy",13437431834
"ORI","ORICA LIMITED","1961-11-28","Materials",6878151773
"ORM","ORION METALS LIMITED","2007-01-03","Materials","N/A"
"ORN","ORION MINERALS LTD","2003-10-31","Materials",80750632
"ORP","ORPHEUS MINERALS LTD",,"Energy",0
"ORR","ORECORP LIMITED","2011-08-04","Materials",151619072
"OSL","ONCOSIL MEDICAL LTD","2005-08-15","Pharmaceuticals, Biotechnology & Life Sciences",47579629
"OSM","OSMOND RESOURCES LIMITED","2022-04-22","Materials",11400335
"OSX","OSTEOPORE LIMITED","2019-09-23","Health Care Equipment & Services",21108283
"OVN","OVENTUS MEDICAL LIMITED","2016-07-19","Health Care Equipment & Services","N/A"
"OXT","OREXPLORE TECHNOLOGIES LIMITED","2022-01-21","Class Pend",9329778
"OXX","OCTANEX LIMITED","2009-11-06","Energy",2330799
"OZL","OZ MINERALS LIMITED","1970-01-01","Materials",9188751321
"OZM","OZAURUM RESOURCES LIMITED","2021-02-08","Materials",9525000
"OZZ","OZZ RESOURCES LIMITED","2021-07-05","Materials",3821724
"PAA","PHARMAUST LIMITED","2001-10-05","Pharmaceuticals, Biotechnology & Life Sciences",23768429
"PAB","PATRYS LIMITED","2007-07-13","Pharmaceuticals, Biotechnology & Life Sciences",39082995
"PAC","PACIFIC CURRENT GROUP LIMITED","1987-09-25","Diversified Financials",415833483
"PAI","PLATINUM ASIA INVESTMENTS LIMITED","2015-09-21","Not Applic",313639548
"PAM","PAN ASIA METALS LIMITED","2020-10-08","Materials",68287849
"PAN","PANORAMIC RESOURCES LIMITED","2001-09-14","Materials",338400811
"PAR","PARADIGM BIOPHARMACEUTICALS LIMITED..","2015-08-19","Pharmaceuticals, Biotechnology & Life Sciences",430363518
"PAT","PATRIOT LITHIUM LIMITED",,"Materials",0
"PBH","POINTSBET HOLDINGS LIMITED","2019-06-12","Consumer Services",574677029
"PBL","PARABELLUM RESOURCES LIMITED","2021-11-29","Materials",30215500
"PBP","PROBIOTEC LIMITED","2006-11-14","Pharmaceuticals, Biotechnology & Life Sciences",177285025
"PCG","PENGANA CAPITAL GROUP LIMITED","2001-02-28","Diversified Financials",181129894
"PCI","PERPETUAL CREDIT INCOME TRUST","2019-05-14","Not Applic",388938846
"PCK","PAINCHEK LTD","2012-05-01","Health Care Equipment & Services",38892161
"PCL","PANCONTINENTAL ENERGY NL","1986-09-11","Energy",37771114
"PDI","PREDICTIVE DISCOVERY LIMITED","2010-12-01","Materials",346654746
"PDL","PENDAL GROUP LIMITED","2007-12-10","Diversified Financials",1865938016
"PDN","PALADIN ENERGY LTD","1994-03-29","Energy",2383896664
"PE1","PENGANA PRIVATE EQUITY TRUST","2019-04-30","Not Applic",423396515
"PEB","PACIFIC EDGE LIMITED","2021-09-27","Pharmaceuticals, Biotechnology & Life Sciences",332173889
"PEC","PERPETUAL RESOURCES LIMITED","2013-02-28","Materials",13957250
"PEK","PEAK RARE EARTHS LIMITED","2006-11-29","Materials",98490555
"PEN","PENINSULA ENERGY LIMITED","1994-05-26","Energy",154794256
"PET","PHOSLOCK ENVIRONMENTAL TECHNOLOGIES LIMITED","2002-08-16","Commercial & Professional Services",24975620
"PEX","PEEL MINING LIMITED","2007-05-17","Materials",92922859
"PF1","PATHFINDER RESOURCES LTD","2020-11-04","Materials","N/A"
"PFE","PANTERA MINERALS LIMITED","2021-08-05","Materials",9812640
"PFG","PRIME FINANCIAL GROUP LIMITED","2004-12-07","Diversified Financials",48822829
"PFP","PROPEL FUNERAL PARTNERS LIMITED","2017-11-23","Consumer Services",530819955
"PFT","PURE FOODS TASMANIA LIMITED","2005-12-19","Food, Beverage & Tobacco",19570298
"PG1","PEARL GLOBAL LIMITED","2006-11-02","Commercial & Professional Services",21060529
"PGC","PARAGON CARE LIMITED","1999-10-15","Health Care Equipment & Services",223157616
"PGD","PEREGRINE GOLD LTD","2021-03-31","Materials",21894923
"PGF","PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED","2013-12-12","Not Applic",638903656
"PGG","PARTNERS GROUP GLOBAL INCOME FUND","2019-09-26","Not Applic",412696901
"PGH","PACT GROUP HOLDINGS LTD","2013-12-17","Materials",376997608
"PGL","PROSPA GROUP LIMITED.","2019-06-11","Diversified Financials",98174671
"PGM","PLATINA RESOURCES LIMITED","2006-05-29","Materials",12463607
"PGO","PACGOLD LIMITED","2021-07-08","Materials",27742984
"PGY","PILOT ENERGY LIMITED","2006-04-20","Energy",10253594
"PH2","PURE HYDROGEN CORPORATION LIMITED","2013-03-12","Energy",76601812
"PHL","PROPELL HOLDINGS LIMITED","2021-04-14","Diversified Financials",5175287
"PHO","PHOSCO LTD","2009-12-17","Materials",35452346
"PIA","PENGANA INTERNATIONAL EQUITIES LIMITED","2004-03-19","Not Applic",246070312
"PIC","PERPETUAL EQUITY INVESTMENT COMPANY LIMITED","2014-12-18","Not Applic",445404756
"PIL","PEPPERMINT INNOVATION LIMITED","2008-05-29","Software & Services",16302855
"PIM","PINNACLE MINERALS LIMITED","2022-03-23","Materials",4728776
"PIQ","PROTEOMICS INTERNATIONAL LABORATORIES LTD","2015-04-16","Pharmaceuticals, Biotechnology & Life Sciences",103188663
"PKD","PARKD LTD","2017-12-06","Commercial & Professional Services",2004003
"PKO","PEAKO LIMITED","2009-12-02","Materials",4929799
"PL3","PATAGONIA LITHIUM LTD",,"Class Pend",0
"PL8","PLATO INCOME MAXIMISER LIMITED.","2017-05-05","Not Applic",648807864
"PLG","PEARL GULL IRON LIMITED","2021-09-20","Materials",2060557
"PLL","PIEDMONT LITHIUM INC.","1983-03-28","Materials",1392009238
"PLS","PILBARA MINERALS LIMITED","2007-09-19","Materials",14733584997
"PLT","PLENTI GROUP LIMITED","2020-09-23","Diversified Financials",83375359
"PLY","PLAYSIDE STUDIOS LIMITED","2020-12-17","Media & Entertainment",276490324
"PMC","PLATINUM CAPITAL LIMITED","1994-06-29","Not Applic",374315723
"PME","PRO MEDICUS LIMITED","2000-10-10","Health Care Equipment & Services",6161502927
"PMT","PATRIOT BATTERY METALS INC.",,"Materials",0
"PMV","PREMIER INVESTMENTS LIMITED","1987-12-15","Retailing",4036344599
"PNC","PIONEER CREDIT LIMITED","2014-05-01","Diversified Financials",35262389
"PNI","PINNACLE INVESTMENT MANAGEMENT GROUP LIMITED","2007-06-19","Diversified Financials",1807776504
"PNM","PACIFIC NICKEL MINES LIMITED","2002-11-26","Materials",25083060
"PNN","POWER MINERALS LIMITED","2005-04-15","Materials",44376575
"PNR","PANTORO LIMITED","1987-05-21","Materials",220624138
"PNT","PANTHER METALS LTD","2021-12-10","Materials",10105625
"PNV","POLYNOVO LIMITED","1998-11-26","Health Care Equipment & Services",1260515724
"PNX","PNX METALS LIMITED","2008-02-12","Materials",22220289
"PO3","PURIFLOH LIMITED","2010-12-30","Utilities",11348459
"POD","PODIUM MINERALS LIMITED","2018-02-28","Materials",35338687
"POL","POLYMETALS RESOURCES LTD","2021-06-29","Materials",16113225
"POS","POSEIDON NICKEL LIMITED","1993-11-29","Materials",134814219
"POW","PROTEAN ENERGY LIMITED","2006-12-21","Capital Goods","N/A"
"PPC","PEET LIMITED","2004-08-05","Real Estate",536864594
"PPE","PEOPLEIN LIMITED","2017-11-22","Commercial & Professional Services",338009576
"PPG","PRO-PAC PACKAGING LIMITED","2005-04-27","Materials",59956945
"PPH","PUSHPAY HOLDINGS LIMITED","2016-10-12","Software & Services",1357962038
"PPK","PPK GROUP LIMITED","1994-12-21","Capital Goods",131701707
"PPL","PUREPROFILE LTD","2015-07-29","Media & Entertainment",41064056
"PPM","PEPPER MONEY LIMITED","2021-05-25","Banks",663894265
"PPS","PRAEMIUM LIMITED","2006-05-11","Software & Services",442247688
"PPT","PERPETUAL LIMITED","1964-06-24","Diversified Financials",1490011458
"PPY","PAPYRUS AUSTRALIA LIMITED","2005-04-15","Materials",23950994
"PR1","PURE RESOURCES LIMITED","2022-04-21","Materials",8812502
"PRL","PROVINCE RESOURCES LTD","1994-02-09","Materials",81523027
"PRM","PROMINENCE ENERGY LIMITED","1992-01-23","Energy",4849218
"PRN","PERENTI LIMITED","1994-01-06","Materials",733790388
"PRO","PROPHECY INTERNATIONAL HOLDINGS LIMITED","1998-04-22","Software & Services",53367927
"PRS","PROSPECH LIMITED.","2020-12-04","Materials",3531944
"PRT","PRT COMPANY LIMITED","1984-08-30","Media & Entertainment","N/A"
"PRU","PERSEUS MINING LIMITED","2004-09-22","Materials",2993526597
"PRX","PRODIGY GOLD NL","1986-08-21","Materials",19226711
"PSC","PROSPECT RESOURCES LIMITED","2009-12-04","Materials",78584109
"PSI","PSC INSURANCE GROUP LIMITED","2015-12-15","Insurance",1762672390
"PSL","PATERSON RESOURCES LTD","2006-10-18","Materials",10177758
"PSQ","PACIFIC SMILES GROUP LIMITED","2014-11-21","Health Care Equipment & Services",255331101
"PTB","PTB GROUP LIMITED","2006-12-18","Capital Goods",206068952
"PTG","PROPTECH GROUP LIMITED","2015-12-10","Software & Services",84460555
"PTL","PENTAL LIMITED","2000-08-29","Household & Personal Products",71592990
"PTM","PLATINUM ASSET MANAGEMENT LIMITED","2007-05-23","Diversified Financials",1085355965
"PTR","PETRATHERM LTD","2004-07-27","Materials",13035566
"PTX","PRESCIENT THERAPEUTICS LIMITED","1986-12-19","Pharmaceuticals, Biotechnology & Life Sciences",107971432
"PUA","PEAK MINERALS LIMITED","2003-07-17","Materials",6248225
"PUR","PURSUIT MINERALS LTD","2008-09-10","Materials",11978150
"PV1","PROVARIS ENERGY LTD","2005-03-21","Energy",27414023
"PVE","PO VALLEY ENERGY LIMITED","2004-12-14","Energy",68839515
"PVL","POWERHOUSE VENTURES LIMITED","2016-10-12","Diversified Financials",6399388
"PVS","PIVOTAL SYSTEMS CORPORATION","2018-07-02","Semiconductors & Semiconductor Equipment",11324766
"PVW","PVW RESOURCES LIMITED","2009-11-12","Materials",11078572
"PWH","PWR HOLDINGS LIMITED","2015-11-18","Automobiles & Components",1125263611
"PWN","PARKWAY CORPORATE LIMITED","2011-05-13","Materials",17706244
"PWR","PETER WARREN AUTOMOTIVE HOLDINGS LIMITED","2021-04-27","Retailing",514042552
"PXA","PEXA GROUP LIMITED","2021-07-01","Real Estate",2464828453
"PXS","PHARMAXIS LTD","2003-11-10","Pharmaceuticals, Biotechnology & Life Sciences",41242370
"PXX","POLARX LIMITED","2012-12-21","Materials",7192841
"PXXN","POLARX LIMITED","2012-12-21","Materials",7192841
"PYC","PYC THERAPEUTICS LIMITED","2005-03-30","Pharmaceuticals, Biotechnology & Life Sciences",235388532
"PYG","PAYGROUP LIMITED","2018-05-29","Software & Services","N/A"
"PYR","PAYRIGHT LIMITED","2020-12-23","Diversified Financials",6625533
"QAL","QUALITAS LIMITED","2021-12-16","Diversified Financials",705600000
"QAN","QANTAS AIRWAYS LIMITED","1995-07-31","Transportation",11655756234
"QBE","QBE INSURANCE GROUP LIMITED","1973-06-28","Insurance",19078489191
"QEM","QEM LIMITED","2018-10-19","Materials",24325842
"QFE","QUICKFEE LIMITED","2019-07-11","Diversified Financials",17810873
"QGL","QUANTUM GRAPHITE LIMITED","2014-01-06","Materials",156128850
"QHL","QUICKSTEP HOLDINGS LIMITED","2005-10-17","Capital Goods",31559534
"QIP","QANTM INTELLECTUAL PROPERTY LIMITED","2016-08-31","Commercial & Professional Services",128632570
"QML","QMINES LIMITED","2021-05-06","Materials",26098419
"QPM","QUEENSLAND PACIFIC METALS LIMITED","2008-03-14","Materials",323074366
"QRI","QUALITAS REAL ESTATE INCOME FUND","2018-11-27","Not Applic",533217468
"QUB","QUBE HOLDINGS LIMITED","2007-01-04","Transportation",4838189316
"QUE","QUESTE COMMUNICATIONS LIMITED","1998-11-11","Diversified Financials",839242
"QVE","QV EQUITIES LIMITED","2014-08-22","Not Applic",210563508
"QXR","QX RESOURCES LIMITED","2011-02-17","Materials",56439189
"R3D","R3D RESOURCES LIMITED","2004-12-17","Media & Entertainment",10272760
"R8R","REGENER8 RESOURCES NL","2022-07-08","Materials",7740400
"RAC","RACE ONCOLOGY LTD","2016-07-13","Pharmaceuticals, Biotechnology & Life Sciences",370743500
"RAD","RADIOPHARM THERANOSTICS LIMITED","2021-11-25","Pharmaceuticals, Biotechnology & Life Sciences",34093069
"RAG","RAGNAR METALS LIMITED","2005-03-31","Materials",5687773
"RAN","RANGE INTERNATIONAL LIMITED","2016-07-22","Materials",5635742
"RAS","RAGUSA MINERALS LTD","2010-07-13","Diversified Financials",18510541
"RB6","RUBIX RESOURCES LIMITED","2021-12-23","Materials",6465750
"RBD","RESTAURANT BRANDS NEW ZEALAND LIMITED","2017-09-28","Consumer Services",840872445
"RBL","REDBUBBLE LIMITED","2016-05-16","Retailing",158300527
"RBR","RBR GROUP LIMITED","2007-02-02","Materials",3880508
"RBX","RESOURCE BASE LIMITED.","2021-07-12","Materials",5731604
"RC1","REDCASTLE RESOURCES LIMITED","2003-03-21","Materials",4267694
"RCE","RECCE PHARMACEUTICALS LTD","2016-01-15","Pharmaceuticals, Biotechnology & Life Sciences",121093931
"RCL","READCLOUD LIMITED","2018-02-07","Software & Services",15204990
"RCR","RINCON RESOURCES LIMITED","2020-12-21","Materials",8292095
"RCT","REEF CASINO TRUST","1994-02-11","Consumer Services",152889181
"RCW","RIGHTCROWD LIMITED","2017-09-18","Software & Services",14424369
"RDG","RESOURCE DEVELOPMENT GROUP LIMITED","2011-05-19","Capital Goods",150026046
"RDM","RED METAL LIMITED","2003-10-27","Materials",17437014
"RDN","RAIDEN RESOURCES LIMITED","1987-03-12","Materials",13059537
"RDS","REDSTONE RESOURCES LIMITED","2006-08-03","Materials",7368324
"RDT","RED DIRT METALS LIMITED","2017-11-03","Materials",186328327
"RDY","READYTECH HOLDINGS LIMITED","2019-04-17","Software & Services",436709471
"REA","REA GROUP LTD","1999-12-01","Media & Entertainment",15622860910
"REC","RECHARGE METALS LIMITED","2021-10-11","Materials",6606563
"RED","RED 5 LIMITED","1996-10-16","Materials",457403322
"REE","RAREX LIMITED","2007-07-11","Materials",28969329
"REG","REGIS HEALTHCARE LIMITED","2014-10-07","Health Care Equipment & Services",601816248
"REH","REECE LIMITED","1974-01-01","Capital Goods",9631624139
"REM","REMSENSE TECHNOLOGIES LIMITED","2021-11-02","Capital Goods",13138750
"REP","RAM ESSENTIAL SERVICES PROPERTY FUND","2021-10-20","Real Estate",416867275
"REX","REGIONAL EXPRESS HOLDINGS LIMITED","2005-11-09","Transportation",150638126
"REY","REY RESOURCES LIMITED","2006-06-05","Energy",31789131
"REZ","RESOURCES & ENERGY GROUP LIMITED","2005-03-11","Materials",7996893
"RF1","REGAL INVESTMENT FUND","2019-06-17","Not Applic",558587332
"RFA","RARE FOODS AUSTRALIA LIMITED","2017-11-14","Food, Beverage & Tobacco",15657937
"RFF","RURAL FUNDS GROUP","2014-02-14","Real Estate",951467359
"RFG","RETAIL FOOD GROUP LIMITED","2006-06-22","Consumer Services",117177696
"RFR","RAFAELLA RESOURCES LTD.","2018-07-26","Materials",13712099
"RFT","RECTIFIER TECHNOLOGIES LTD","1994-09-22","Capital Goods",57779425
"RFX","REDFLOW LIMITED","2010-12-14","Capital Goods",55267521
"RGI","ROTO-GRO INTERNATIONAL LIMITED","2017-02-10","Capital Goods","N/A"
"RGL","RIVERSGOLD LIMITED","2017-10-10","Materials",33091370
"RGS","REGENEUS LTD","2013-09-19","Pharmaceuticals, Biotechnology & Life Sciences",15015409
"RHC","RAMSAY HEALTH CARE LIMITED","1997-09-24","Health Care Equipment & Services",14627829767
"RHI","RED HILL IRON LIMITED","2006-02-14","Materials",268078226
"RHT","RESONANCE HEALTH LIMITED","1987-10-23","Health Care Equipment & Services",31819322
"RHY","RHYTHM BIOSCIENCES LIMITED","2017-12-07","Health Care Equipment & Services",238884348
"RIC","RIDLEY CORPORATION LIMITED","1987-08-13","Food, Beverage & Tobacco",635795000
"RIE","RIEDEL RESOURCES LIMITED","2011-01-31","Materials",11985364
"RIM","RIMFIRE PACIFIC MINING LIMITED","1997-03-04","Materials",14449958
"RIO","RIO TINTO LIMITED","1962-09-19","Materials",39163310788
"RKN","RECKON LIMITED","1999-07-19","Software & Services",64578054
"RLC","REEDY LAGOON CORPORATION LIMITED","2007-06-22","Materials",6689123
"RLF","RLF AGTECH LTD","2022-04-21","Materials",28664658
"RLG","ROOLIFE GROUP LTD","2016-11-16","Media & Entertainment",9129001
"RLT","RENERGEN LIMITED","2019-06-06","Energy",287346008
"RMC","RESIMAC GROUP LTD","2001-03-19","Banks",404318407
"RMD","RESMED INC","1999-11-25","Health Care Equipment & Services",50229243585
"RMI","RESOURCE MINING CORPORATION LIMITED","1985-02-14","Materials",51519330
"RML","RESOLUTION MINERALS LTD","2017-09-22","Materials",9537716
"RMS","RAMELIUS RESOURCES LIMITED","2003-03-31","Materials",715282958
"RMX","RED MOUNTAIN MINING LIMITED","2011-09-01","Materials",8211819
"RMY","RMA GLOBAL LIMITED","2018-07-05","Media & Entertainment",69507147
"RND","RAND MINING LIMITED","1985-08-15","Materials",76782547
"RNE","RENU ENERGY LIMITED","2002-09-12","Utilities",24425923
"RNO","RHINOMED LIMITED","2007-09-21","Pharmaceuticals, Biotechnology & Life Sciences",34286363
"RNT","RENT.COM.AU LIMITED","1994-05-26","Media & Entertainment",16305604
"RNU","RENASCOR RESOURCES LIMITED","2010-12-15","Energy",700987756
"RNX","RENEGADE EXPLORATION LIMITED","2006-11-14","Materials",5350103
"ROC","ROCKETBOOTS LIMITED","2021-12-07","Software & Services",5603250
"ROG","RED SKY ENERGY LIMITED.","2007-05-23","Energy",26511136
"RON","RONIN RESOURCES LTD","2021-12-16","Materials",5376252
"ROO","ROOTS SUSTAINABLE AGRICULTURAL TECHNOLOGIES LTD","2017-12-07","Capital Goods",2056265
"RPG","RAPTIS GROUP LIMITED","1986-07-17","Real Estate",2095050
"RPL","REGAL PARTNERS LIMITED","2019-06-21","Diversified Financials",883276993
"RPM","RPM AUTOMOTIVE GROUP LIMITED","1983-11-10","Automobiles & Components",32559140
"RR1","REACH RESOURCES LIMITED","2002-11-06","Materials",8595228
"RRL","REGIS RESOURCES LIMITED","1987-02-19","Materials",1434549258
"RRR","REVOLVER RESOURCES HOLDINGS LTD","2021-09-23","Materials",60330723
"RSG","RESOLUTE MINING LIMITED","1979-01-11","Materials",306712104
"RSH","RESPIRI LIMITED","2000-07-14","Health Care Equipment & Services",32049454
"RTE","RETECH TECHNOLOGY CO. LIMITED","2017-06-22","Consumer Services","N/A"
"RTG","RTG MINING INC.","2014-06-05","Materials",40247575
"RTH","RAS TECHNOLOGY HOLDINGS LIMITED","2021-11-23","Commercial & Professional Services",26365979
"RTR","RUMBLE RESOURCES LIMITED","2011-07-01","Materials",146260416
"RUL","RPMGLOBAL HOLDINGS LIMITED","2008-05-27","Software & Services",409806593
"RVR","RED RIVER RESOURCES LIMITED","2005-07-15","Materials","N/A"
"RVS","REVASUM INC.","2018-12-04","Semiconductors & Semiconductor Equipment",14828332
"RVT","RICHMOND VANADIUM TECHNOLOGY LIMITED",,"Class Pend",0
"RWC","RELIANCE WORLDWIDE CORPORATION LIMITED","2016-04-29","Capital Goods",2417689981
"RWD","REWARD MINERALS LTD","1991-12-12","Materials",20506782
"RWL","RUBICON WATER LIMITED","2021-09-02","Technology Hardware & Equipment",151258892
"RXH","REWARDLE HOLDINGS LIMITED","2014-10-07","Media & Entertainment",5789536
"RXL","ROX RESOURCES LIMITED","2004-04-27","Materials",33108042
"RXM","REX MINERALS LIMITED","2007-09-20","Materials",136341145
"RYD","RYDER CAPITAL LIMITED","2015-09-28","Not Applic",99759768
"RZI","RAIZ INVEST LIMITED","2018-06-21","Diversified Financials",41583232
"S2R","S2 RESOURCES LTD","2015-10-19","Materials",57067977
"S32","SOUTH32 LIMITED","2015-05-18","Materials",18394154927
"S3N","SENSORE LTD.","2022-02-11","Class Pend",30043727
"S66","STAR COMBO PHARMA LIMITED","2018-05-16","Household & Personal Products",18911617
"SAN","SAGALIO ENERGY LIMITED","2011-12-15","Energy",2660582
"SAU","SOUTHERN GOLD LIMITED","2005-04-21","Materials",6399861
"SB2","SALTER BROTHERS EMERGING COMPANIES LIMITED","2021-06-16","Not Applic",66705873
"SBM","ST BARBARA LIMITED","1969-05-15","Materials",493705195
"SBR","SABRE RESOURCES LIMITED","1987-12-17","Materials",11659424
"SBW","SHEKEL BRAINWEIGH LTD","2018-11-20","Software & Services",19264388
"SC1","SOURCE CERTAIN INTERNATIONAL LIMITED",,"Commercial & Professional Services",0
"SCG","SCENTRE GROUP","2014-06-25","Real Estate",15052097183
"SCL","SCHROLE GROUP LTD","2013-11-11","Software & Services",14876142
"SCN","SCORPION MINERALS LIMITED","2007-03-07","Materials",26362789
"SCP","SHOPPING CENTRES AUSTRALASIA PROPERTY GROUP","2012-11-26","Real Estate",3024038161
"SCT","SCOUT SECURITY LIMITED","2017-08-25","Consumer Services",7098457
"SCU","STEMCELL UNITED LIMITED","2000-06-13","Pharmaceuticals, Biotechnology & Life Sciences","N/A"
"SCUN","STEMCELL UNITED LIMITED","2000-06-13","Pharmaceuticals, Biotechnology & Life Sciences","N/A"
"SDF","STEADFAST GROUP LIMITED","2013-08-02","Insurance",5591208006
"SDG","SUNLAND GROUP LIMITED","1995-02-28","Real Estate",230007985
"SDI","SDI LIMITED","1985-11-07","Health Care Equipment & Services",102818683
"SDR","SITEMINDER LIMITED","2021-11-08","Consumer Services",811566970
"SDV","SCIDEV LTD","2002-05-02","Materials",56874503
"SE1","SENSERA LIMITED","2016-12-23","Semiconductors & Semiconductor Equipment","N/A"
"SEC","SPHERIA EMERGING COMPANIES LIMITED","2017-12-05","Not Applic",113083190
"SEG","SPORTS ENTERTAINMENT GROUP LIMITED","2000-11-28","Media & Entertainment",62666887
"SEK","SEEK LIMITED","2005-04-19","Media & Entertainment",7459765596
"SEN","SENETAS CORPORATION LIMITED","1984-06-21","Technology Hardware & Equipment",47338029
"SEQ","SEQUOIA FINANCIAL GROUP LTD","2000-09-19","Diversified Financials",65294172
"SER","STRATEGIC ENERGY RESOURCES LIMITED","1991-08-15","Materials",5125387
"SES","SECOS GROUP LTD","1996-11-21","Materials",64308223
"SFC","SCHAFFER CORPORATION LIMITED","1974-01-01","Automobiles & Components",245178486
"SFG","SEAFARMS GROUP LIMITED","1990-06-14","Food, Beverage & Tobacco",38692793
"SFM","SANTA FE MINERALS LTD","2011-10-07","Materials",6043959
"SFR","SANDFIRE RESOURCES LIMITED","2004-03-04","Materials",2026297144
"SFX","SHEFFIELD RESOURCES LIMITED","2010-12-15","Materials",202753720
"SGA","SARYTOGAN GRAPHITE LIMITED","2022-07-18","Materials",33122641
"SGC","SACGASCO LIMITED","2005-10-11","Energy",8556533
"SGF","SG FLEET GROUP LIMITED","2014-03-04","Commercial & Professional Services",617282781
"SGH","SLATER & GORDON LIMITED","2007-05-21","Consumer Services",79237169
"SGI","STEALTH GLOBAL HOLDINGS LTD","2018-10-02","Capital Goods",12961000
"SGLLV","RICEGROWERS LIMITED","2019-04-08","Food, Beverage & Tobacco",409965761
"SGM","SIMS LIMITED","2005-10-21","Materials",2406588183
"SGP","STOCKLAND","1987-02-19","Real Estate",8856406866
"SGQ","ST GEORGE MINING LIMITED","2010-11-16","Materials",52595086
"SGR","THE STAR ENTERTAINMENT GROUP LIMITED","2011-06-06","Consumer Services",2589478651
"SHA","SHAPE AUSTRALIA CORPORATION LIMITED","2021-12-17","Capital Goods",127321122
"SHE","STONEHORSE ENERGY LIMITED","2000-07-24","Energy",8897981
"SHG","SINGULAR HEALTH GROUP LTD","2021-02-12","Health Care Equipment & Services",15933824
"SHH","SHREE MINERALS LIMITED","2010-02-18","Materials",11146382
"SHJ","SHINE JUSTICE LTD","2013-05-15","Consumer Services",178459666
"SHL","SONIC HEALTHCARE LIMITED","1987-04-30","Health Care Equipment & Services",15484097912
"SHM","SHRIRO HOLDINGS LIMITED","2015-06-23","Consumer Durables & Apparel",73389992
